Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
4914,Engineering,Male,55,Technician,2017-04-04 08:03:05.556036,7,PhD,1,3850.0,48,18,15,0,75,17,17,0,1.97,False
4915,Operations,Female,44,Analyst,2024-01-10 08:03:05.556036,0,Master,1,4400.0,43,22,26,10,50,5,74,0,4.03,True
4916,Marketing,Male,29,Specialist,2021-12-12 08:03:05.556036,2,Bachelor,5,6750.0,49,5,19,7,50,1,65,1,1.03,False
4917,Sales,Male,27,Analyst,2017-06-03 08:03:05.556036,7,High School,5,6000.0,44,33,16,6,100,14,84,1,1.98,False
4918,Legal,Male,38,Specialist,2022-01-11 08:03:05.556036,2,Bachelor,3,5850.0,58,28,25,2,25,10,29,0,3.72,True
4919,Legal,Male,35,Manager,2017-04-09 08:03:05.556036,7,Bachelor,2,7200.0,37,16,14,0,75,12,76,2,3.6,False
4920,Finance,Male,59,Specialist,2022-01-15 08:03:05.556036,2,High School,4,6300.0,55,25,11,0,0,6,94,1,3.41,False
4921,HR,Other,50,Consultant,2019-05-20 08:03:05.556036,5,Bachelor,5,8250.0,58,25,9,13,100,5,2,2,4.43,False
4922,IT,Female,50,Engineer,2021-04-14 08:03:05.556036,3,Master,3,7800.0,39,15,8,11,0,4,78,2,3.35,False
4923,Customer Support,Male,42,Specialist,2020-09-21 08:03:05.556036,3,Bachelor,1,4950.0,33,2,23,4,25,13,80,1,1.03,False
4924,Legal,Female,25,Specialist,2022-09-24 08:03:05.556036,1,Bachelor,4,6300.0,58,24,17,4,75,12,61,1,4.15,False
4925,HR,Other,42,Developer,2016-01-30 08:03:05.556036,8,Bachelor,5,7500.0,41,23,1,1,25,9,94,2,1.78,False
4926,Finance,Female,57,Manager,2018-04-18 08:03:05.556036,6,High School,1,6600.0,44,13,25,2,100,2,48,0,2.8,False
4927,Engineering,Male,42,Consultant,2019-12-08 08:03:05.556036,4,Bachelor,3,7150.0,40,15,20,12,25,4,81,0,3.56,False
4928,Engineering,Female,42,Analyst,2018-02-05 08:03:05.556036,6,Bachelor,2,4800.0,39,0,6,7,75,8,11,2,2.43,False
4929,Engineering,Female,41,Developer,2017-01-27 08:03:05.556036,7,Bachelor,5,7500.0,60,42,18,9,25,9,44,0,4.35,False
4930,Marketing,Male,53,Technician,2023-04-20 08:03:05.556036,1,Bachelor,5,5250.0,39,14,9,13,50,13,46,0,2.42,False
4931,Marketing,Female,39,Manager,2024-02-20 08:03:05.556036,0,High School,2,7200.0,30,10,0,4,100,9,50,0,1.11,False
4932,HR,Female,25,Developer,2019-07-27 08:03:05.556036,5,Bachelor,5,7500.0,54,13,18,4,75,5,89,2,4.76,False
4933,Sales,Female,46,Technician,2019-02-01 08:03:05.556036,5,Bachelor,4,4900.0,50,21,6,14,50,1,76,2,4.83,True
4934,Legal,Female,32,Consultant,2019-12-03 08:03:05.556036,4,High School,1,6050.0,49,30,5,2,100,13,92,1,2.85,False
4935,Legal,Female,28,Analyst,2018-04-04 08:03:05.556036,6,High School,5,6000.0,35,20,22,1,100,17,47,2,4.99,True
4936,Engineering,Female,50,Manager,2019-09-19 08:03:05.556036,4,High School,2,7200.0,44,37,12,4,0,15,30,2,4.68,False
4937,Finance,Female,59,Technician,2015-11-26 08:03:05.556036,8,Bachelor,3,4550.0,33,18,8,0,75,2,76,1,1.97,False
4938,Marketing,Female,42,Consultant,2023-06-26 08:03:05.556036,1,Master,1,6050.0,56,35,4,2,100,8,40,1,3.38,False
4939,Engineering,Male,54,Consultant,2024-01-22 08:03:05.556036,0,Bachelor,4,7700.0,36,10,2,11,50,15,49,0,3.35,True
4940,Operations,Female,28,Specialist,2019-02-21 08:03:05.556036,5,Bachelor,5,6750.0,32,6,23,14,100,1,40,2,1.39,False
4941,IT,Female,60,Technician,2016-09-23 08:03:05.556036,7,Bachelor,1,3850.0,47,45,4,8,100,7,35,2,4.99,False
4942,Marketing,Other,51,Specialist,2019-06-10 08:03:05.556036,5,Bachelor,5,6750.0,59,33,22,9,50,11,27,1,1.97,False
4943,Engineering,Male,45,Analyst,2017-11-20 08:03:05.556036,6,Bachelor,2,4800.0,41,24,2,4,50,13,97,0,1.68,False
4944,Customer Support,Female,42,Developer,2019-07-06 08:03:05.556036,5,Bachelor,5,7500.0,37,26,12,5,50,3,24,2,4.7,True
4945,Sales,Male,23,Engineer,2017-05-26 08:03:05.556036,7,Master,1,6600.0,44,33,5,7,50,16,21,0,1.75,False
4946,Legal,Female,32,Analyst,2023-11-21 08:03:05.556036,0,Bachelor,3,5200.0,57,41,8,12,50,8,76,2,3.48,False
4947,Sales,Female,60,Engineer,2021-11-13 08:03:05.556036,2,Master,2,7200.0,33,44,6,9,50,8,11,0,2.28,False
4948,Finance,Male,40,Consultant,2015-06-29 08:03:05.556036,9,High School,1,6050.0,48,10,10,1,50,19,56,1,4.36,False
4949,Customer Support,Female,49,Technician,2023-06-14 08:03:05.556036,1,Master,4,4900.0,36,2,25,3,0,8,14,2,3.41,False
4950,Legal,Other,34,Developer,2020-03-21 08:03:05.556036,4,Bachelor,5,7500.0,34,15,2,2,100,8,31,1,1.32,False
4951,Engineering,Female,24,Developer,2023-03-22 08:03:05.556036,1,Master,2,6000.0,55,28,16,11,25,16,91,0,4.13,False
4952,Legal,Male,23,Analyst,2019-04-09 08:03:05.556036,5,High School,1,4400.0,42,8,13,8,50,13,86,0,2.95,False
4953,Sales,Male,57,Developer,2016-03-17 08:03:05.556036,8,Bachelor,5,7500.0,51,42,15,10,50,4,68,2,3.58,False
4954,HR,Male,39,Engineer,2021-09-22 08:03:05.556036,2,Master,5,9000.0,52,19,6,4,50,4,77,0,4.45,False
4955,Legal,Male,46,Technician,2018-12-04 08:03:05.556036,5,High School,4,4900.0,39,18,11,5,100,5,54,2,3.0,False
4956,Engineering,Female,45,Specialist,2014-12-16 08:03:05.556036,9,Bachelor,5,6750.0,34,6,23,12,0,19,84,2,3.07,True
4957,Marketing,Female,45,Specialist,2020-01-29 08:03:05.556036,4,High School,1,4950.0,31,31,1,1,50,16,52,1,2.37,False
4958,Marketing,Male,55,Manager,2014-10-22 08:03:05.556036,9,Bachelor,1,6600.0,44,36,2,0,100,16,0,1,1.81,False
4959,Finance,Female,58,Engineer,2015-08-05 08:03:05.556036,9,High School,2,7200.0,37,39,4,0,0,18,63,0,2.9,False
4960,Customer Support,Female,22,Manager,2017-07-19 08:03:05.556036,7,Bachelor,3,7800.0,52,36,27,2,25,14,48,2,2.32,False
4961,Engineering,Female,59,Analyst,2020-05-02 08:03:05.556036,4,High School,3,5200.0,46,25,22,5,0,12,52,2,1.96,False
4962,Finance,Female,58,Specialist,2022-09-21 08:03:05.556036,1,High School,3,5850.0,44,17,12,5,25,4,93,1,2.98,False
4963,Finance,Female,59,Manager,2015-05-04 08:03:05.556036,9,Bachelor,3,7800.0,59,37,10,1,25,15,39,0,3.21,False
4964,Finance,Female,60,Specialist,2018-10-07 08:03:05.556036,5,Master,3,5850.0,44,0,22,12,50,11,86,2,4.77,False
4965,Customer Support,Female,38,Analyst,2020-09-09 08:03:05.556036,3,Master,5,6000.0,54,32,22,10,100,15,51,1,2.91,False
4966,Operations,Male,32,Analyst,2019-07-05 08:03:05.556036,5,Master,3,5200.0,59,34,9,9,0,10,48,0,1.0,False
4967,Sales,Male,26,Technician,2015-03-14 08:03:05.556036,9,Master,3,4550.0,36,18,27,12,50,11,19,1,4.4,True
4968,HR,Female,48,Technician,2017-03-12 08:03:05.556036,7,Bachelor,1,3850.0,44,6,11,12,50,19,12,0,3.95,False
4969,Operations,Male,30,Engineer,2023-03-07 08:03:05.556036,1,High School,5,9000.0,32,5,6,8,100,14,86,0,2.03,False
4970,IT,Male,44,Analyst,2020-08-28 08:03:05.556036,4,Master,1,4400.0,42,26,20,2,50,14,85,2,2.7,False
4971,Sales,Male,56,Engineer,2024-05-04 08:03:05.556036,0,Bachelor,5,9000.0,59,39,1,3,0,19,19,1,2.73,False
4972,IT,Male,39,Specialist,2022-10-02 08:03:05.556036,1,Bachelor,5,6750.0,52,37,25,1,50,7,51,0,3.53,False
4973,Sales,Male,54,Technician,2022-01-23 08:03:05.556036,2,High School,5,5250.0,40,3,7,12,100,14,58,0,2.44,True
4974,Operations,Female,56,Consultant,2022-10-28 08:03:05.556036,1,High School,3,7150.0,48,2,26,7,0,7,18,2,3.51,False
4975,HR,Male,27,Consultant,2024-05-12 08:03:05.556036,0,High School,2,6600.0,40,17,21,11,75,9,35,0,1.36,False
4976,Finance,Male,24,Engineer,2015-10-08 08:03:05.556036,8,High School,2,7200.0,53,41,7,8,25,3,94,0,1.1,True
4977,Engineering,Female,51,Engineer,2024-01-15 08:03:05.556036,0,Bachelor,5,9000.0,41,25,17,2,50,15,74,2,4.61,False
4978,Marketing,Female,34,Engineer,2020-04-10 08:03:05.556036,4,Bachelor,5,9000.0,57,40,8,11,0,16,39,1,2.42,False
4979,Finance,Female,47,Technician,2021-04-17 08:03:05.556036,3,High School,2,4200.0,35,35,20,6,100,5,4,1,3.68,False
4980,Legal,Male,50,Analyst,2020-09-21 08:03:05.556036,3,High School,4,5600.0,38,30,21,9,25,13,84,0,2.53,True
4981,Operations,Male,51,Developer,2019-02-11 08:03:05.556036,5,Bachelor,2,6000.0,45,44,15,1,100,2,36,2,3.41,False
4982,Customer Support,Other,42,Consultant,2021-02-09 08:03:05.556036,3,High School,4,7700.0,32,37,10,8,75,11,33,2,4.15,True
4983,Engineering,Female,34,Specialist,2021-04-16 08:03:05.556036,3,High School,4,6300.0,36,26,24,2,0,2,89,0,4.1,False
4984,IT,Female,34,Technician,2019-05-18 08:03:05.556036,5,High School,4,4900.0,50,4,29,5,25,1,87,2,3.47,False
4985,Engineering,Male,37,Manager,2019-10-30 08:03:05.556036,4,Bachelor,2,7200.0,49,39,17,13,50,7,65,2,4.98,True
4986,Sales,Male,38,Technician,2018-12-09 08:03:05.556036,5,Bachelor,1,3850.0,30,17,29,11,100,3,42,1,3.21,False
4987,IT,Male,52,Technician,2019-02-10 08:03:05.556036,5,Bachelor,4,4900.0,49,10,4,11,25,7,36,2,4.67,False
4988,Customer Support,Male,56,Manager,2018-11-06 08:03:05.556036,5,High School,3,7800.0,36,48,22,10,75,2,2,0,2.69,False
4989,Operations,Female,42,Consultant,2017-06-23 08:03:05.556036,7,High School,1,6050.0,36,0,12,3,100,16,63,0,2.73,False
4990,HR,Female,58,Consultant,2017-05-19 08:03:05.556036,7,Bachelor,5,8250.0,46,21,10,6,0,13,4,1,3.77,False
4991,IT,Female,51,Consultant,2018-02-04 08:03:05.556036,6,Bachelor,4,7700.0,46,48,23,0,75,7,54,1,4.06,False
4992,Finance,Male,22,Consultant,2017-04-06 08:03:05.556036,7,High School,1,6050.0,38,31,12,11,25,1,6,2,3.83,False
4993,Customer Support,Female,40,Manager,2017-05-10 08:03:05.556036,7,Bachelor,2,7200.0,38,49,4,6,0,15,9,1,4.01,False
4994,Marketing,Female,46,Consultant,2018-06-09 08:03:05.556036,6,High School,3,7150.0,52,41,0,11,25,16,70,0,4.38,False
4995,Sales,Male,53,Manager,2024-07-08 08:03:05.556036,0,Bachelor,1,6600.0,59,7,19,1,75,18,59,2,4.93,False
4996,Finance,Male,24,Specialist,2018-10-21 08:03:05.556036,5,Bachelor,4,6300.0,42,43,24,5,100,9,34,1,2.18,False
4997,Sales,Male,60,Specialist,2023-12-06 08:03:05.556036,0,Bachelor,2,5400.0,31,33,12,8,50,8,81,1,4.24,False
4998,HR,Male,30,Manager,2020-03-14 08:03:05.556036,4,Bachelor,5,9000.0,38,46,9,5,75,4,36,1,2.99,True
4999,Sales,Female,37,Manager,2016-10-19 08:03:05.556036,7,Bachelor,5,9000.0,36,9,9,13,0,13,32,2,1.68,False
5000,Operations,Male,36,Technician,2016-11-12 08:03:05.556036,7,Bachelor,3,4550.0,59,2,6,14,75,1,95,1,1.74,False
5001,IT,Female,51,Specialist,2022-09-26 08:03:05.556036,1,Bachelor,2,5400.0,32,8,11,10,100,3,85,0,1.4,False
5002,Engineering,Female,60,Consultant,2021-05-26 08:03:05.556036,3,High School,1,6050.0,46,21,20,13,25,5,18,0,3.4,False
5003,HR,Male,33,Consultant,2024-07-03 08:03:05.556036,0,High School,5,8250.0,31,35,3,9,25,11,1,0,4.83,True
5004,Marketing,Male,52,Engineer,2022-05-12 08:03:05.556036,2,PhD,1,6600.0,59,33,15,10,50,3,66,0,1.73,False
5005,Legal,Female,22,Technician,2015-04-14 08:03:05.556036,9,High School,1,3850.0,47,0,1,2,50,16,60,1,4.05,False
5006,Finance,Female,39,Specialist,2022-09-10 08:03:05.556036,1,High School,2,5400.0,48,31,28,7,50,1,69,1,4.01,False
5007,Marketing,Male,53,Consultant,2023-11-11 08:03:05.556036,0,PhD,3,7150.0,45,24,8,3,0,12,50,1,1.29,False
5008,Customer Support,Male,27,Specialist,2019-01-23 08:03:05.556036,5,Bachelor,1,4950.0,48,39,23,3,0,9,44,2,4.79,False
5009,Legal,Female,54,Consultant,2019-08-27 08:03:05.556036,5,High School,4,7700.0,30,44,17,11,0,13,26,1,4.57,False
5010,Customer Support,Female,59,Analyst,2015-03-05 08:03:05.556036,9,Bachelor,5,6000.0,54,20,9,2,75,15,53,2,3.02,False
5011,Operations,Male,51,Manager,2022-11-18 08:03:05.556036,1,High School,2,7200.0,59,46,22,1,75,8,27,2,3.73,False
5012,Operations,Male,58,Engineer,2021-12-15 08:03:05.556036,2,Master,1,6600.0,37,36,6,14,100,2,87,1,3.51,False
5013,Finance,Female,35,Manager,2019-10-23 08:03:05.556036,4,Bachelor,5,9000.0,37,33,29,12,25,16,3,1,4.97,False
5014,IT,Female,38,Specialist,2014-11-27 08:03:05.556036,9,High School,2,5400.0,59,44,22,9,25,7,90,1,2.29,False
5015,Legal,Female,43,Technician,2019-07-15 08:03:05.556036,5,Bachelor,2,4200.0,40,29,16,0,75,1,98,2,1.97,False
5016,Operations,Male,46,Developer,2017-02-14 08:03:05.556036,7,Bachelor,4,7000.0,54,41,20,8,50,7,75,2,1.28,False
5017,Legal,Female,30,Analyst,2018-06-09 08:03:05.556036,6,Master,1,4400.0,34,14,18,10,0,15,15,1,4.01,False
5018,Sales,Female,57,Manager,2020-01-06 08:03:05.556036,4,Bachelor,5,9000.0,57,48,13,4,0,13,46,0,4.09,False
5019,IT,Female,49,Consultant,2020-01-20 08:03:05.556036,4,Bachelor,3,7150.0,54,12,23,7,75,7,21,1,2.9,False
5020,HR,Female,32,Developer,2021-04-21 08:03:05.556036,3,Master,2,6000.0,41,4,28,10,100,12,26,1,4.74,False
5021,Marketing,Female,44,Specialist,2016-10-04 08:03:05.556036,7,High School,2,5400.0,45,26,26,1,75,11,41,2,3.67,False
5022,IT,Female,38,Developer,2021-05-05 08:03:05.556036,3,Bachelor,3,6500.0,32,11,17,8,100,8,84,1,1.96,False
5023,IT,Male,43,Engineer,2024-03-16 08:03:05.556036,0,Bachelor,1,6600.0,39,16,18,5,100,4,88,0,3.26,False
5024,Operations,Male,54,Manager,2018-10-10 08:03:05.556036,5,Bachelor,2,7200.0,60,31,25,12,75,15,4,2,1.95,False
5025,Engineering,Female,34,Specialist,2016-09-28 08:03:05.556036,7,Bachelor,5,6750.0,55,28,7,9,50,3,50,0,4.79,False
5026,IT,Male,42,Manager,2022-08-01 08:03:05.556036,2,Bachelor,3,7800.0,34,36,16,5,25,15,64,1,3.58,False
5027,Legal,Other,28,Specialist,2021-10-31 08:03:05.556036,2,High School,4,6300.0,41,38,10,12,100,10,63,1,1.55,False
5028,Marketing,Other,36,Manager,2023-01-06 08:03:05.556036,1,PhD,1,6600.0,44,45,10,5,0,12,25,2,3.63,False
5029,Engineering,Female,51,Specialist,2020-06-28 08:03:05.556036,4,Bachelor,2,5400.0,56,15,14,13,75,15,22,2,2.09,False
5030,Marketing,Male,37,Specialist,2020-08-20 08:03:05.556036,4,Bachelor,1,4950.0,59,42,4,14,100,8,3,1,3.17,True
5031,Finance,Female,48,Consultant,2022-07-06 08:03:05.556036,2,Bachelor,3,7150.0,30,27,23,4,0,4,98,0,1.3,False
5032,IT,Female,39,Analyst,2016-02-07 08:03:05.556036,8,Bachelor,3,5200.0,43,14,22,1,25,4,56,1,4.73,False
5033,IT,Male,50,Manager,2022-11-10 08:03:05.556036,1,High School,1,6600.0,48,18,18,4,100,9,8,2,4.08,False
5034,IT,Female,42,Analyst,2022-08-30 08:03:05.556036,2,Bachelor,2,4800.0,43,34,14,4,0,9,12,1,2.74,False
5035,Marketing,Female,56,Engineer,2015-07-20 08:03:05.556036,9,High School,3,7800.0,30,41,3,11,75,5,89,2,4.69,False
5036,Customer Support,Male,31,Developer,2018-05-12 08:03:05.556036,6,High School,3,6500.0,38,37,27,14,100,7,38,1,2.67,False
5037,Marketing,Female,25,Engineer,2018-06-15 08:03:05.556036,6,Bachelor,3,7800.0,55,35,17,10,75,4,42,0,3.85,False
5038,Operations,Male,49,Specialist,2018-10-08 08:03:05.556036,5,Bachelor,5,6750.0,45,6,14,8,50,6,3,2,2.98,False
5039,IT,Female,26,Engineer,2021-07-12 08:03:05.556036,3,Master,1,6600.0,57,15,11,4,25,19,75,0,1.4,False
5040,Engineering,Male,42,Developer,2015-07-17 08:03:05.556036,9,Bachelor,1,5500.0,52,47,29,2,75,15,60,0,4.81,False
5041,Operations,Male,41,Developer,2016-01-22 08:03:05.556036,8,Bachelor,2,6000.0,34,47,4,2,25,6,98,1,3.21,False
5042,Legal,Male,47,Manager,2018-01-10 08:03:05.556036,6,High School,1,6600.0,53,44,25,12,25,1,76,2,4.21,False
5043,Engineering,Male,58,Engineer,2017-08-28 08:03:05.556036,7,High School,1,6600.0,31,30,10,3,25,5,30,0,2.21,False
5044,Finance,Male,39,Technician,2020-08-29 08:03:05.556036,4,Bachelor,3,4550.0,48,5,10,5,50,7,32,0,3.01,False
5045,Customer Support,Female,32,Engineer,2019-03-22 08:03:05.556036,5,High School,3,7800.0,60,31,5,9,50,3,7,2,3.43,True
5046,Operations,Male,39,Technician,2020-07-06 08:03:05.556036,4,High School,5,5250.0,58,38,3,12,50,3,68,1,2.39,True
5047,Finance,Male,49,Analyst,2016-10-10 08:03:05.556036,7,Bachelor,4,5600.0,57,9,21,12,50,14,1,2,2.57,False
5048,Sales,Male,34,Analyst,2016-04-01 08:03:05.556036,8,Master,3,5200.0,44,48,21,7,25,1,59,1,2.94,False
5049,HR,Female,36,Manager,2017-04-08 08:03:05.556036,7,High School,4,8400.0,51,42,2,5,50,12,74,0,2.95,False
5050,HR,Female,40,Developer,2022-07-02 08:03:05.556036,2,Bachelor,3,6500.0,53,38,17,5,100,2,33,1,4.18,True
5051,Finance,Female,40,Manager,2017-03-06 08:03:05.556036,7,Master,3,7800.0,31,7,17,14,25,2,60,0,2.17,False
5052,Customer Support,Male,53,Analyst,2019-09-25 08:03:05.556036,4,Bachelor,1,4400.0,42,30,22,10,0,11,82,1,2.27,False
5053,HR,Female,47,Analyst,2022-09-15 08:03:05.556036,1,Bachelor,2,4800.0,53,25,28,1,0,11,3,1,1.8,False
5054,IT,Female,60,Manager,2016-08-14 08:03:05.556036,8,Bachelor,1,6600.0,39,33,25,13,75,18,93,1,3.6,False
5055,Operations,Male,25,Specialist,2019-03-28 08:03:05.556036,5,High School,2,5400.0,58,41,2,14,100,8,11,0,2.69,False
5056,HR,Female,57,Developer,2018-09-09 08:03:05.556036,5,Bachelor,5,7500.0,50,23,12,4,50,1,11,1,2.28,False
5057,Sales,Female,59,Developer,2018-07-11 08:03:05.556036,6,High School,1,5500.0,31,14,6,1,25,11,70,0,2.66,False
5058,Legal,Female,26,Manager,2019-05-21 08:03:05.556036,5,Bachelor,4,8400.0,33,7,4,4,25,18,67,0,2.33,False
5059,Sales,Female,57,Manager,2016-02-04 08:03:05.556036,8,High School,4,8400.0,53,32,17,14,100,2,7,0,1.17,False
5060,IT,Female,57,Engineer,2018-06-11 08:03:05.556036,6,Bachelor,5,9000.0,35,47,6,6,25,10,69,0,2.77,False
5061,Operations,Female,22,Developer,2023-08-12 08:03:05.556036,1,High School,1,5500.0,41,5,28,8,25,19,62,2,4.87,False
5062,Engineering,Male,44,Specialist,2018-08-18 08:03:05.556036,6,High School,1,4950.0,45,29,27,14,100,7,60,1,1.77,False
5063,Marketing,Male,53,Analyst,2018-06-03 08:03:05.556036,6,High School,4,5600.0,41,31,14,7,100,13,84,0,2.59,False
5064,Engineering,Other,60,Manager,2020-09-20 08:03:05.556036,3,PhD,2,7200.0,53,41,5,9,0,14,39,2,3.39,False
5065,Engineering,Female,55,Consultant,2023-08-01 08:03:05.556036,1,Master,5,8250.0,39,13,25,14,25,13,44,2,4.21,False
5066,Marketing,Male,46,Consultant,2015-09-18 08:03:05.556036,8,Bachelor,1,6050.0,41,31,17,2,75,14,91,0,4.92,False
5067,IT,Female,27,Manager,2019-06-28 08:03:05.556036,5,Master,2,7200.0,34,29,8,8,0,14,0,1,2.05,False
5068,Sales,Male,38,Specialist,2017-09-07 08:03:05.556036,6,Bachelor,4,6300.0,44,41,9,4,25,15,90,1,2.36,False
5069,Operations,Female,22,Manager,2023-07-20 08:03:05.556036,1,Bachelor,1,6600.0,51,14,20,1,100,4,76,2,2.8,True
5070,Sales,Female,44,Consultant,2024-03-01 08:03:05.556036,0,High School,5,8250.0,56,42,29,0,50,10,54,1,1.92,False
5071,HR,Male,23,Specialist,2016-11-14 08:03:05.556036,7,High School,2,5400.0,45,22,1,8,0,14,39,1,2.31,False
5072,IT,Female,29,Manager,2018-07-06 08:03:05.556036,6,High School,4,8400.0,48,47,20,9,75,9,32,2,3.21,False
5073,HR,Female,28,Technician,2017-04-23 08:03:05.556036,7,PhD,1,3850.0,35,30,25,6,50,16,98,1,4.47,False
5074,Sales,Male,41,Consultant,2024-02-11 08:03:05.556036,0,High School,3,7150.0,50,26,20,0,50,10,28,1,3.32,False
5075,Sales,Other,23,Analyst,2017-07-22 08:03:05.556036,7,High School,1,4400.0,33,43,29,2,50,16,28,1,4.81,False
5076,Sales,Male,44,Consultant,2024-02-29 08:03:05.556036,0,Bachelor,5,8250.0,59,33,14,11,0,8,22,1,1.32,False
5077,Marketing,Male,59,Manager,2015-06-03 08:03:05.556036,9,Bachelor,3,7800.0,31,32,23,12,50,13,27,2,4.55,False
5078,Finance,Female,35,Analyst,2023-08-04 08:03:05.556036,1,Master,5,6000.0,35,40,26,0,0,14,73,2,1.1,False
5079,Finance,Female,32,Specialist,2021-02-24 08:03:05.556036,3,Bachelor,3,5850.0,40,23,0,12,0,14,32,0,4.72,False
5080,Finance,Female,32,Technician,2016-11-23 08:03:05.556036,7,Master,3,4550.0,55,33,21,9,25,8,83,1,1.12,False
5081,Customer Support,Female,25,Specialist,2023-12-12 08:03:05.556036,0,High School,1,4950.0,53,5,5,13,75,14,40,2,4.8,False
5082,Marketing,Female,41,Analyst,2017-09-27 08:03:05.556036,6,Bachelor,3,5200.0,51,0,15,13,0,5,49,1,4.73,True
5083,Engineering,Male,31,Analyst,2020-07-16 08:03:05.556036,4,Master,3,5200.0,50,27,2,12,75,13,79,0,1.56,False
5084,Legal,Female,28,Analyst,2024-08-07 08:03:05.556036,0,Bachelor,2,4800.0,54,21,9,7,0,6,18,2,4.57,False
5085,Engineering,Female,51,Engineer,2015-02-20 08:03:05.556036,9,Bachelor,1,6600.0,41,27,11,8,25,15,32,1,2.3,False
5086,IT,Male,29,Manager,2022-07-29 08:03:05.556036,2,PhD,1,6600.0,42,22,2,10,0,3,31,1,4.5,False
5087,Legal,Male,41,Manager,2017-04-10 08:03:05.556036,7,Bachelor,5,9000.0,49,22,6,4,75,17,85,0,4.92,False
5088,Engineering,Female,45,Analyst,2016-10-10 08:03:05.556036,7,Bachelor,5,6000.0,42,14,12,11,75,10,46,1,3.35,False
5089,Engineering,Male,39,Engineer,2023-09-26 08:03:05.556036,0,Bachelor,4,8400.0,46,15,14,14,100,14,35,2,1.11,False
5090,Engineering,Female,59,Manager,2023-02-13 08:03:05.556036,1,Bachelor,5,9000.0,33,5,2,3,0,14,55,2,3.52,False
5091,Operations,Male,60,Specialist,2015-08-07 08:03:05.556036,9,Bachelor,3,5850.0,58,14,20,9,75,8,76,0,4.73,False
5092,Sales,Female,32,Engineer,2018-12-24 08:03:05.556036,5,Bachelor,5,9000.0,41,0,13,1,0,14,97,0,3.07,False
5093,Customer Support,Male,30,Developer,2014-11-30 08:03:05.556036,9,Bachelor,4,7000.0,49,35,19,7,0,18,80,1,4.79,False
5094,HR,Female,58,Specialist,2020-10-28 08:03:05.556036,3,Bachelor,2,5400.0,49,32,14,12,0,4,59,1,2.72,False
5095,Finance,Female,49,Consultant,2016-04-23 08:03:05.556036,8,Bachelor,5,8250.0,44,7,13,7,0,7,22,2,3.84,False
5096,Operations,Female,55,Developer,2016-01-25 08:03:05.556036,8,Bachelor,4,7000.0,57,27,25,2,25,11,93,0,4.79,False
5097,Operations,Female,60,Specialist,2020-08-25 08:03:05.556036,4,Bachelor,1,4950.0,33,30,13,4,100,9,43,1,4.98,False
5098,HR,Female,60,Specialist,2018-09-04 08:03:05.556036,6,High School,1,4950.0,48,30,13,2,0,12,34,0,3.98,False
5099,Marketing,Male,51,Consultant,2019-12-12 08:03:05.556036,4,Bachelor,4,7700.0,49,9,22,14,0,5,38,2,4.56,False
5100,Operations,Male,35,Manager,2015-06-28 08:03:05.556036,9,High School,5,9000.0,52,7,27,6,25,12,63,0,3.34,False
5101,Sales,Male,28,Technician,2021-11-17 08:03:05.556036,2,High School,1,3850.0,44,17,24,10,0,13,51,0,2.56,False
5102,Marketing,Male,29,Analyst,2018-03-18 08:03:05.556036,6,High School,3,5200.0,38,15,21,12,100,10,89,2,4.86,False
5103,Finance,Male,37,Technician,2016-04-08 08:03:05.556036,8,Bachelor,1,3850.0,45,4,1,14,75,19,39,0,4.31,True
5104,IT,Male,44,Analyst,2016-12-11 08:03:05.556036,7,Bachelor,4,5600.0,56,18,8,8,100,7,9,1,4.7,False
5105,Sales,Other,29,Manager,2022-09-13 08:03:05.556036,1,High School,4,8400.0,34,30,2,6,0,18,71,0,1.46,False
5106,HR,Male,47,Consultant,2023-12-15 08:03:05.556036,0,Bachelor,1,6050.0,34,6,17,1,0,11,19,2,2.42,False
5107,Customer Support,Male,56,Technician,2016-02-14 08:03:05.556036,8,Master,3,4550.0,33,33,17,11,50,14,24,2,2.81,False
5108,Legal,Male,54,Developer,2019-07-25 08:03:05.556036,5,High School,1,5500.0,38,19,22,11,100,19,20,1,4.73,False
5109,Operations,Male,23,Analyst,2021-06-06 08:03:05.556036,3,Bachelor,5,6000.0,33,25,7,0,100,6,87,1,1.75,False
5110,Sales,Male,50,Manager,2021-01-13 08:03:05.556036,3,Bachelor,4,8400.0,42,35,27,0,75,4,53,0,1.08,False
5111,Legal,Female,25,Engineer,2018-08-03 08:03:05.556036,6,Master,2,7200.0,40,36,20,7,25,11,47,0,1.89,False
5112,Customer Support,Male,42,Engineer,2022-03-18 08:03:05.556036,2,High School,3,7800.0,32,15,14,1,100,14,88,1,3.68,True
5113,Operations,Male,33,Consultant,2017-12-22 08:03:05.556036,6,Bachelor,1,6050.0,45,40,20,10,25,12,45,2,1.93,False
5114,Sales,Female,24,Analyst,2017-06-22 08:03:05.556036,7,Bachelor,5,6000.0,35,20,0,13,100,10,28,1,3.26,False
5115,Legal,Female,24,Analyst,2020-01-16 08:03:05.556036,4,Bachelor,1,4400.0,54,12,11,0,100,1,1,1,4.09,False
